id,result
565,0.2053802217096961
160,0.09396877871135392
553,0.059872332110458816
860,0.09119983404598857
241,0.7447381935777999
559,0.4828928045881754
387,0.827286289959592
536,0.4328195555457881
698,0.42405106004634896
99,0.2659551891590221
126,0.4298292857166987
333,0.17337373577728504
216,0.7878619812027475
817,0.20589341825809543
27,0.4687346778828268
703,0.13168395991791737
485,0.39612941784404065
511,0.2102597769093355
433,0.12353023501334996
576,0.8645007287775718
87,0.2102597769093355
580,0.8609660787462188
157,0.14703055797870368
279,0.5294642021177729
422,0.22690346829000038
369,0.9620165718960783
776,0.46056472977267293
712,0.3763688013785315
455,0.10048029258646875
495,0.1856955494876095
758,0.07514481526174628
730,0.9691978121593263
65,0.37222961536994403
75,0.2629068634643478
489,0.5208304023335766
869,0.5975228075254324
165,0.48457247831257655
71,0.30051656226240175
428,0.4298292857166987
417,0.9257890983868138
745,0.27166791790120925
297,0.959929754398539
463,0.148356730876482
84,0.9331600210626899
211,0.8743366615761651
115,0.15310111893607378
868,0.3803477329086742
40,0.421659962195501
644,0.8251544044904917
322,0.8872528238772805
759,0.9636911316824098
564,0.663992344371839
502,0.7890130338829154
17,0.1877341475107245
679,0.46655878671718237
401,0.2048356812521913
639,0.1204810651370965
701,0.8348128923156752
106,0.8333475865174784
447,0.5033818482515349
578,0.45071344357330195
472,0.8694694318050664
764,0.2327765612115984
397,0.18442063198531017
690,0.4481141400766202
38,0.5416930822874794
375,0.9760916853438616
752,0.16581724642725054
625,0.43558133265288357
864,0.15480660466741417
275,0.9682667021344016
773,0.08530878242663009
593,0.61358549273247
504,0.9698998551836414
239,0.1824857644192266
153,0.07454599959949836
614,0.07456214797481436
442,0.34826120534486027
180,0.18843138480430352
634,0.3595655373366534
386,0.3254760955015573
244,0.049448242780495
749,0.11059341217482682
162,0.1954850440901706
501,0.8179744771619772
92,0.592584766730623
714,0.144413523516309
431,0.7384296618071196
452,0.4084521882342753
853,0.9892498359134902
55,0.35951795903538475
351,0.35944510538657976
570,0.1023155573898693
29,0.21925043001792838
62,0.4454884963296807
596,0.9201285545421808
458,0.7604163216932249
459,0.4298292857166987
4,0.07456214797481436
271,0.0759693074328405
252,0.3176461725774141
341,0.928451222447592
82,0.6798467973560789
9,0.8770993514512891
810,0.1713254557499464
23,0.26219447653613637
841,0.19227570353451776
410,0.21925043001792838
566,0.15028127652399317
245,0.5578505911490389
560,0.4298292857166987
324,0.057699612041859465
146,0.2048493004834083
659,0.43232631502605323
571,0.9538078632569518
196,0.4298292857166987
16,0.3058765071316658
138,0.1730431827343889
743,0.1594747442986243
555,0.3176461725774141
105,0.21002549017324518
726,0.8115037080362756
603,0.11185799667850191
541,0.31479722046835856
775,0.20096091930337173
824,0.3203994756399705
336,0.419296263204009
799,0.5618343949213943
676,0.17080236526622966
607,0.6967103329403626
826,0.20626140317654026
756,0.23668602612871845
186,0.7447381935777999
411,0.14411192073036005
549,0.7287493869333469
441,0.13445516002159036
435,0.9595201303656808
790,0.4298292857166987
198,0.6798419953449972
444,0.21026356574130467
671,0.4023815620679362
296,0.06900092465639551
802,0.9000458490733726
137,0.42297107820377466
532,0.2037383425874717
587,0.2680839327039991
878,0.21925043001792838
728,0.2134115025718617
389,0.90384292255266
427,0.92285027614096
804,0.10513147755133753
731,0.5880731823753671
88,0.929002443233707
39,0.5955658932586165
492,0.4486230016467344
823,0.70487757615874
886,0.15629758991775938
353,0.1739164977577325
685,0.18067379111488768
11,0.8082686206413987
484,0.4442329336500976
366,0.965378026509184
300,0.6798419953449972
879,0.9368745924085033
530,0.8799346010738582
293,0.5916773176733573
814,0.14672747591332688
515,0.5664554953230359
199,0.9280521172877267
142,0.5808546195984371
349,0.06795682621844248
354,0.08530878242663009
295,0.38834321997055
143,0.09640994846681
880,0.844053580268938
91,0.14459497511057035
883,0.18188155339610657
473,0.9195812145284366
637,0.2931375305590845
